license_title,maintainer,private,maintainer_email,id,metadata_created,relationships,license,metadata_modified,author,author_email,state,version,license_id,type,tags,tracking_summary - total,tracking_summary - recent,groups,organization,name,isopen,notes_rendered,url,ckan_url,notes,owner_org,ratings_average,extras - Data Dictionary,extras - Unit of Analysis,extras - hd2-workflow-id,extras - Agency,extras - Coverage Period Fiscal Year Start,extras - Geographic Granularity,extras - Coverage Period Fiscal Year End,extras - Technical Documentation,extras - Agency Program URL,extras - Date Released,extras - author_id,extras - Subject Area 1,ratings_count,title,revision_id,resources_0_url,resources_0_name,resources_1_url,resources_1_name,resources_2_url,resources_2_name,extras - Coverage Period Start,extras - Coverage Period End,extras - Migration Notes JSON,extras - Geographic Scope,extras - Collection Frequency,extras - Date Updated,extras - License Agreement,extras - License Agreement Required,extras - Subject Area 2,extras - Group Name,extras - Subject Area 3,extras - Collection Instrument
License Not Specified,,false,,23fa5e15-4a4f-43b6-8d1a-4aad74ad0665,2012-11-05T16:14:55.444403,"",License Not Specified,2012-11-05T16:14:55.444403,Centers for Disease Control and Prevention,,active,,notspecified,dataset,Families Fertility Health,0,0,50061c4f-7599-4ab9-9989-5cbf39006405,,national-survey-family-growth,false,"<p>The National Survey of Family Growth (NSFG) gathers information on family life, marriage and divorce, pregnancy, infertility, use of contraception, and men's and women's health. The survey results are used by the U.S. Department of Health and Human Services and others to plan health services and health education programs, and to do statistical studies of families, fertility, and health.  Years included:  1973, 1976, 1982, 1988, 1995, 2002, 2006-2010;  Data use agreeement at time of file download: 
</p>",http://www.cdc.gov/nchs/nsfg/nsfg_questionnaires.htm,http://hub.healthdata.gov/dataset/national-survey-family-growth,"The National Survey of Family Growth (NSFG) gathers information on family life, marriage and divorce, pregnancy, infertility, use of contraception, and men's and women's health. The survey results are used by the U.S. Department of Health and Human Services and others to plan health services and health education programs, and to do statistical studies of families, fertility, and health.  Years included:  1973, 1976, 1982, 1988, 1995, 2002, 2006-2010;  Data use agreeement at time of file download: ",,,http://www.cdc.gov/nchs/nsfg/nsfg_questionnaires.htm,person ,23853,Department of Health & Human Services,"",MSA,"",http://www.cdc.gov/nchs/nsfg.htm,http://www.cdc.gov/nchs/nsfg.htm,2012-11-02 00:00:00,http://healthdata.gov/id/agency/cdc,Children's Health,0,National Survey of Family Growth,58354965-0540-4858-930c-368377d3d4ec,http://www.cdc.gov/nchs/nsfg/nsfg_2006_2010_puf.htm#acasi_data_file,,"","","","",1973-01-01 00:00:00,2010-12-31 00:00:00,"",Natonal sample,Annually,2012-11-02 00:00:00,http://www.cdc.gov/nchs/nsfg/nsfg_2006_2010_puf.htm#acasi_data_file,1,Other,National Center for Health Statistics,Population Statistics,http://www.cdc.gov/nchs/nsfg/nsfg_questionnaires.htm
License Not Specified,,false,,24a5dadc-ab38-45c6-82bc-ba2c45ff4e17,2012-05-30T22:12:59.694690,"",License Not Specified,2012-05-30T22:12:59.694690,U.S. Food and Drug Administration,,active,,notspecified,dataset,"community health, drug, fda, label, label repository, labels fda gov",0,0,"",,online-label-repository,false,"<p>The drug labels and other drug-specific information on this Web site represent the most recent drug label information companies have submitted to the Food and Drug Administration (FDA).
</p>",http://labels.fda.gov,http://hub.healthdata.gov/dataset/online-label-repository,The drug labels and other drug-specific information on this Web site represent the most recent drug label information companies have submitted to the Food and Drug Administration (FDA).,,,"",drug labels,517,Department of Health & Human Services,"",Country,"",http://www.fda.gov/ForIndustry/DataStandards/StructuredProductLabeling/default.htm,http://www.fda.gov/ForIndustry/DataStandards/StructuredProductLabeling/default.htm,2011-01-01,http://healthdata.gov/id/agency/fda,Treatments,0,FDA Online Label Repository,8ef7b633-b154-4fd2-be09-50c4279c2de3,http://labels.fda.gov,Query Tool,"","","","",2011-01-01,"","{""datadotgovid1"": ""4423"", ""Coverage Period Start"": ""2011"", ""datadotgovid2"": ""6n75-6a4s"", ""Coverage Period End"": ""ongoing""}","",Daily,2011-01-01,"","","","","",""
License Not Specified,,false,,25727098-0dec-4ba0-b215-3170c575a459,2012-05-30T22:15:15.093880,"",License Not Specified,2012-05-30T22:15:15.093880,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"dialysis, esrd, hcris, reimbursement, renal",0,0,"",,renal-dialysis-facility-medicare-cost-report-data-2011,false,"<p>A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/renal-dialysis-facility-medicare-cost-report-data-2011,A collection of Renal Dialysis Facility Medicare cost report data from the CMS Form 265-94.,,,http://www.cms.hhs.gov/CostReports/04_RenalFacility.asp#TopOfPage,Renal Dialysis Facility,669,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.gov/costreports/,http://www.cms.hhs.gov/costreports,2011-11-03,http://healthdata.gov/id/agency/cms,Medicare,0,Renal Dialysis Facility Medicare Cost Report Data - FY 2011,cbf8fc1a-7c1c-4c4b-90e1-09b3512dd640,http://www.cms.hhs.gov/CostReports/downloads/RenalFY2011.zip,CSV,"","","","","","","{""datadotgovid1"": ""5466"", ""Coverage Period Start"": ""2011.0"", ""datadotgovid2"": ""r2h2-68pe"", ""Coverage Period End"": ""2011.0""}","",Quarterly,2011-09-30,"","","",Renal Dialysis Facility Medicare Cost Report Data,"",""
License Not Specified,,false,,267b458e-c4b1-4481-a3c9-91958a92d107,2012-05-30T22:15:38.551173,"",License Not Specified,2012-05-30T22:15:38.551173,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"record retention, record schedule",0,0,"",,records-schedule,false,"<p>Disposition instructions for CMS' program-related records as approved by the National Archives and Records Administration (NARA).
</p>",http://www.cms.gov/CMSRecordsSchedule/,http://hub.healthdata.gov/dataset/records-schedule,Disposition instructions for CMS' program-related records as approved by the National Archives and Records Administration (NARA).,,,"",Series of records,697,Department of Health & Human Services,"","","",http://www.archives.gov/about/regulations/subchapter/b.html,http://www.cms.gov/home/regsguidance.asp,2010-05-01,http://healthdata.gov/id/agency/cms,Medicare,0,CMS Records Schedule,0abcc97c-7922-4615-a271-174ca370e2e1,http://www.cms.gov/CMSRecordsSchedule/downloads/RecordsSchedule.pdf,Query Tool,"","","","",1976-01-01,"","{""datadotgovid1"": ""4862"", ""Coverage Period Start"": ""1976"", ""datadotgovid2"": ""2h7t-bnvu"", ""Data Dictionary"": ""National Archives and Records Administration"", ""Coverage Period End"": ""Current""}","","",2011-05-11,"","","","","","http://www.cms.gov/CMSRecordsSchedule/, http://www.archives.gov/records-mgmt/rcs/schedules/index.html?dir=/departments/department-of-health-and-human-services/rg-0440"
License Not Specified,,false,,272e478e-ee6c-4175-8c4a-71248e4a6e1c,2012-05-30T22:09:57.365729,"",License Not Specified,2012-05-30T22:09:57.365729,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"balance sheet, beds, community health, days, discharges, dsh, financial statement, gme, hcris, hospital, ime, income statement, medicare charges, medicare costs, rates, reimbursement, wage index",0,0,"",,hospital-medicare-cost-report-data-fy2002,false,"<p>A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/hospital-medicare-cost-report-data-fy2002,"A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries",,,"",Hospital,323,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/02_HospitalCostReport.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Hospital Medicare Cost Report Data - FY2002,cefe5f26-8e54-454a-b705-517be59a8c89,http://www.cms.hhs.gov/CostReports/downloads/HOSPITALFY2002.zip,CSV,"","","","",2002-01-01,2002-12-31,"{""Coverage Period Start"": ""2002"", ""Coverage Period End"": ""2002"", ""datadotgovid1"": ""797"", ""datadotgovid2"": ""8s7y-8tuk"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Hospital Medicare Cost Report Data,"",""
License Not Specified,,false,,28bf5419-9b97-406b-b71d-86d401cf23c1,2012-05-30T22:08:17.663563,"",License Not Specified,2012-05-30T22:08:17.663563,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, days, hcris, hha, medicare charges, medicare costs, rates, reimbursement, visits",0,0,"",,home-health-agency-medicare,false,"<p>A collection of HHA Medicare cost report data from the CMS Form 1728-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/home-health-agency-medicare,A collection of HHA Medicare cost report data from the CMS Form 1728-94.,,,"",HHA,207,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/06_HomeHealthAgency.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Home Health Agency (HHA) Medicare Cost Report Data - FY 2009,ca184d16-ca59-4f1a-981b-ce935e98dcf4,http://www.cms.hhs.gov/CostReports/downloads/HHAFY2009.zip,CSV,"","","","",2009-01-01,2009-12-31,"{""Coverage Period Start"": ""2009"", ""Coverage Period End"": ""2009"", ""datadotgovid1"": ""774"", ""datadotgovid2"": ""axiy-rc2a"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Home Health Agency (HHA) Medicare Cost Report Data,"",""
License Not Specified,,false,,28d4bf14-61d1-4448-9555-47461974b975,2012-05-30T22:11:31.308229,"",License Not Specified,2012-05-30T22:11:31.308229,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"balance sheet, beds, community health, days, financial statement, hcris, income statement, medicare charges, medicare costs, rates, reimbursement, snf, wage index",0,0,"",,skilled-nursing-facility-medicare-cost-report-data-fy2004,false,"<p>A collection of SNF Medicare cost report data from the CMS Form 2540-96.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/skilled-nursing-facility-medicare-cost-report-data-fy2004,A collection of SNF Medicare cost report data from the CMS Form 2540-96.,,,"",SNF,413,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/03_SkilledNursingFacility.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Skilled Nursing Facility (SNF) Medicare Cost Report Data - FY2004,024a18b0-71bb-44fa-9b8a-84cb20377bed,http://www.cms.hhs.gov/CostReports/downloads/SNFFY2004.zip,CSV,"","","","",2004-01-01,2004-12-31,"{""Coverage Period Start"": ""2004"", ""Coverage Period End"": ""2004"", ""datadotgovid1"": ""753"", ""datadotgovid2"": ""j424-7qpm"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Skilled Nursing Facility (SNF) Medicare Cost Report Data,"",""
License Not Specified,,false,,28df2c94-ef2e-4e53-b39b-f80968964672,2013-01-18T15:41:36.406308,"",License Not Specified,2013-01-18T15:41:36.406308,Administration for Children and Families,,active,,notspecified,dataset,"",0,0,1b06ea46-d1da-429d-b130-84bc91698d23,,child-welfare-information-gateway,false,"<p>Searchable State statutes for issues related to child abuse and neglect, child welfare, and adoption. 
</p>",http://www.childwelfare.gov/systemwide/laws_policies/state/,http://hub.healthdata.gov/dataset/child-welfare-information-gateway,"Searchable State statutes for issues related to child abuse and neglect, child welfare, and adoption. 

",,,"","",23799,Department of Health & Human Services,2011-01-01 00:00:00,"",2011-01-01 00:00:00,"",http://www.acf.hhs.gov/programs/cb,2003-10-01 00:00:00,http://healthdata.gov/id/agency/acf,Children's Health,0,Child Welfare Information Gateway State Statutes ,c9588a8e-bca8-4c8b-96b6-f0386ba824bd,"","","","","","","","","",State,Annually,2012-10-01 00:00:00,"","","","","",""
License Not Specified,,false,,2aadca55-7cbe-4cdd-b700-c49dd4c4c007,2012-05-30T22:15:05.030141,"",License Not Specified,2012-05-30T22:15:05.030141,Administration for Community Living,,active,,notspecified,dataset,"aging, caregiving, eldercare",0,0,"",,eldercare-locator-database,false,"<p>The Eldercare Locator is a searchable database that allows a user to search via zip code or city/ state for agencies at the State and local levels that provide services to older adults.
</p>",http://www.eldercare.gov/Eldercare.NET/Public/Site_Utilities/Private_Data1/Private_Data2/Private_Data3/Index.aspx,http://hub.healthdata.gov/dataset/eldercare-locator-database,The Eldercare Locator is a searchable database that allows a user to search via zip code or city/ state for agencies at the State and local levels that provide services to older adults.,,,http://www.eldercare.gov/Eldercare.NET/Public/Site_Utilities/Private_Data1/Private_Data2/Private_Data3/Index.aspx,n/a,655,Department of Health & Human Services,"","","","",http://www.eldercare.gov,2011-05-25,http://healthdata.gov/id/agency/acl,Health Care Providers,0,Eldercare Locator Database,d758e29e-588d-46f8-80e5-79de87976bae,http://www.eldercare.gov/Eldercare.NET/Public/Site_Utilities/Private_Data1/Private_Data2/Private_Data3/Index.aspx,Query Tool,"","","","","","","{""datadotgovid1"": ""4879"", ""Coverage Period Start"": ""n/a"", ""datadotgovid2"": ""m63t-shuj"", ""Frequency"": ""updated annually or as information is changed"", ""Coverage Period End"": ""n/a""}",United States,"",2011-05-25,"","","","","",http://www.eldercare.gov/Eldercare.NET/Public/Site_Utilities/Private_Data1/Private_Data2/Private_Data3/Index.aspx
License Not Specified,,false,,2b1a75fa-ae6e-4c2b-91c3-9cbf63684896,2012-05-30T22:16:22.618450,"",License Not Specified,2012-05-30T22:16:22.618450,Department of Health & Human Services,,active,,notspecified,dataset,"addiction, alcohol, alcohol abuse, alcohol consumption, amphetamines, barbiturates, cocaine, controlled drugs, crack cocaine, demographics, depression, drinking behavior, drug abuse, drug dependence, drug treatment, drug use, drugs, employment, hallucinogens, health care, heroin, households, income, inhalants, marijuana, mental health, mental health services, methamphetamine, pain relievers, pregnancy, prescription drugs, sedatives, smoking, stimulants, substance abuse, substance abuse treatment, tobacco use, tranquilizers, youths",0,0,"",,national-survey-drug-health-nsduh-2002,false,"<p>The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
</p>",http://www.icpsr.umich.edu/icpsrweb/SAMHDA/series/64,http://hub.healthdata.gov/dataset/national-survey-drug-health-nsduh-2002,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covers substance abuse treatment history and perceived need for treatment, and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.",,,http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ssvd/studies/03903/variables,Person,735,Department of Health & Human Services,"",Country,"",http://www.samhsa.gov/data/nhsda/2k2nsduh/results/2k2Results.htm,http://www.samhsa.gov/data/,2004-02-05,http://healthdata.gov/id/agency/hhs,Population Statistics,0,"National Survey on Drug Use and Health (NSDUH), 2002",6c61ba75-dff3-4ef7-8a21-15b1f5280156,"","","","","","","","","{""datadotgovid1"": ""6214"", ""Coverage Period Start"": ""2002.0"", ""datadotgovid2"": ""fufj-wdna"", ""Coverage Period End"": ""2002.0""}",United States households aged 12 and older,Annually,2004-02-05,"","","",National Survey on Drug Use and Health (NSDUH),"",""
License Not Specified,,false,,2bd11ce3-73ff-4ce0-b9a6-9ef4a231d36c,2012-05-30T22:14:26.214854,"",License Not Specified,2012-08-16T18:14:20.556303,Centers for Disease Control and Prevention,,active,,notspecified,dataset,"age, county, ethnicity, population, race, sex, state, year",0,0,"",,wonder-population-bridged-race,false,"<p>The Population - Bridged-Race July 1st Estimates online databases report bridged-race population estimates of the July 1st resident population of the United States, based on Census 2000 counts, for use in calculating vital rates. These estimates result from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) standards for the collection of data on race and ethnicity, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). Many data systems, such as vital statistics, are continuing to use the 1977 OMB standards during the transition to full implementation of the 1997 OMB standards. Postcensal estimates are available for year 2000 - 2009; intercensal estimates are available for the years 1990-1999.  Obtain population counts by  Year, State, County, Race (4-categories), Ethnicity, Sex and Age (1-year or 5-year groups).   The data are released by the National Center for Health Statistics.
</p>",http://wonder.cdc.gov/bridged-race-population.html,http://hub.healthdata.gov/dataset/wonder-population-bridged-race,"The Population - Bridged-Race July 1st Estimates online databases report bridged-race population estimates of the July 1st resident population of the United States, based on Census 2000 counts, for use in calculating vital rates. These estimates result from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) standards for the collection of data on race and ethnicity, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). Many data systems, such as vital statistics, are continuing to use the 1977 OMB standards during the transition to full implementation of the 1997 OMB standards. Postcensal estimates are available for year 2000 - 2009; intercensal estimates are available for the years 1990-1999.  Obtain population counts by  Year, State, County, Race (4-categories), Ethnicity, Sex and Age (1-year or 5-year groups).   The data are released by the National Center for Health Statistics.",,,http://wonder.cdc.gov/wonder/help/bridged-race.html,person/year,609,Department of Health & Human Services,"",County,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov/,2004-07-12 00:00:00,http://healthdata.gov/id/agency/cdc,Population Statistics,0,CDC WONDER: Population - Bridged-Race July 1st Estimates,0bf13589-13d1-4088-82ae-e59fb46aea45,http://wonder.cdc.gov/bridged-race-population.html,Query Tool,http://wonder.cdc.gov/wonder/help/WONDER-API.html,API,"","",1990-01-01 00:00:00,2009-12-31 00:00:00,"{""datadotgovid1"": ""4260"", ""Coverage Period Start"": ""1990"", ""datadotgovid2"": ""intg-dvpj"", ""Coverage Period End"": ""2009""}",United States (USA),Annually,2010-09-03 00:00:00,"","","","","",http://wonder.cdc.gov/wonder/help/bridged-race.html
License Not Specified,,false,,2c6daf9f-68f2-4384-b8f1-8cffd3be5c1a,2013-01-07T16:25:46.575238,"",License Not Specified,2013-01-07T16:25:46.575238,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,Prescription Drug Plans Landscape Files,0,0,4d3883e9-d295-4e5a-85e9-dfafb02b0e31,,2013-medicare-part-stand-alone,false,"<p>An overview of all the Prescription Drug Plan (PDP) choices in the community based on cost, coverage and convenience.  This includes all contracts/plans regardless of 2013 approval status.  Employer sponsored plans (800 series) are excluded.
</p>",,http://hub.healthdata.gov/dataset/2013-medicare-part-stand-alone,"An overview of all the Prescription Drug Plan (PDP) choices in the community based on cost, coverage and convenience.  This includes all contracts/plans regardless of 2013 approval status.  Employer sponsored plans (800 series) are excluded.
",,,"",PBP,23986,Department of Health & Human Services,"","","","",http://www.cms.gov/Medicare/Prescription-Drug-Coverage/PrescriptionDrugCovGenIn/index.html,2012-11-21 00:00:00,http://healthdata.gov/id/agency/cms,Medicare,0,CY 2013 Medicare Part D Stand-Alone Prescription Drug Plans Landscape Source Files,18eacd3b-6b75-435b-affd-0d2a79ad3e8f,http://www.cms.gov/Medicare/Prescription-Drug-Coverage/PrescriptionDrugCovGenIn/index.html,,"","","","",2013-01-01 00:00:00,2013-12-31 00:00:00,"","",Annually,"","","","","","",""
License Not Specified,,false,,2d97be0a-7838-491d-9ef8-c2bb1c7130a4,2012-05-30T22:11:24.764350,"",License Not Specified,2012-05-30T22:11:24.764350,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, days, hcris, hha, medicare charges, medicare costs, rates, reimbursement, visits",0,0,"",,home-health-agency-medicare-cost-report-data-1997,false,"<p>A collection of HHA Medicare cost report data from the CMS Form 1728-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/home-health-agency-medicare-cost-report-data-1997,A collection of HHA Medicare cost report data from the CMS Form 1728-94.,,,"",HHA,407,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/06_HomeHealthAgency.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Home Health Agency (HHA) Medicare Cost Report Data - FY 1997,8b64f2ec-bc8b-408f-95cb-bdd5f2bb47c7,http://www.cms.hhs.gov/CostReports/downloads/HHAFY1997.zip,CSV,"","","","",1997-01-01,1997-12-31,"{""Coverage Period Start"": ""1997"", ""Coverage Period End"": ""1997"", ""datadotgovid1"": ""762"", ""datadotgovid2"": ""8xiw-xmzj"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Home Health Agency (HHA) Medicare Cost Report Data,"",""
License Not Specified,,false,,2e86e91b-7576-49e9-8bb9-792373c9f0a6,2012-11-01T16:45:43.980404,"",License Not Specified,2012-11-01T16:45:43.980404,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"Outpatient Procedures, claims, medicare",0,0,4d3883e9-d295-4e5a-85e9-dfafb02b0e31,,2010-basic-stand-alone-outpatient,false,"<p>The CMS 2010 BSA Outpatient Procedures PUF originates from a 5% simple random sample of beneficiaries drawn (without replacement) from the 100% Beneficiary Summary File for reference year 2010. 
</p>",http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/BSAPUFS/index.html,http://hub.healthdata.gov/dataset/2010-basic-stand-alone-outpatient,The CMS 2010 BSA Outpatient Procedures PUF originates from a 5% simple random sample of beneficiaries drawn (without replacement) from the 100% Beneficiary Summary File for reference year 2010. ,,,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/BSAPUFS/Downloads/2010_BSA_Outpatient_DD_CB.pdf,Outpatient Procedure,23762,Department of Health & Human Services,2010-01-01 00:00:00,"",2010-01-01 00:00:00,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/BSAPUFS/Downloads/2010_BSA_Outpatient_GenDoc.pdf,http://www.cms.gov/Research-Statistics-Data-and-Systems/Research-Statistics-Data-and-Systems.html,2012-07-31 00:00:00,http://healthdata.gov/id/agency/cms,Medicare,0,2010 Basic Stand Alone Outpatient Procedures PUF,d863c2da-7fcc-400f-9d66-e20161c22f63,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/BSAPUFS/Downloads/2010_BSA_Outpatient_PUF.zip,CSV,"","","","","","","","","","","","","","","",""
License Not Specified,,false,,2ecaf828-e790-4185-8f46-da93d1214e42,2012-05-30T22:16:24.116694,"",License Not Specified,2012-05-30T22:16:24.116694,Department of Health & Human Services,,active,,notspecified,dataset,"",0,0,"",,repository-evaluation-reports,false,"<p>To inform the HHS, Congress, and the public about the efficiency, effectiveness, and integrity of HHS programs and to recommend actions to promote those goals.
</p>",http://www.oig.hhs.gov/reports-and-publications/oei/subject_index.asp,http://hub.healthdata.gov/dataset/repository-evaluation-reports,"To inform the HHS, Congress, and the public about the efficiency, effectiveness, and integrity of HHS programs and to recommend actions to promote those goals.",,,"","Reports and program analysis, policy",737,Department of Health & Human Services,"","","","",http://www.oig.hhs.gov/reports-and-publications/oei/subject_index.asp,"",http://healthdata.gov/id/agency/hhs,Administrative,0,Repository of Evaluation Reports,8c95ee5b-de8e-445c-a4b8-1722e1678be7,"","","","","","","","","{""Coverage Period Start"": ""N/A"", ""Coverage Period End"": ""N/A"", ""datadotgovid1"": ""6213"", ""datadotgovid2"": ""e7gt-qfun"", ""Date Updated"": ""On going"", ""Date Released"": ""1985 to present is based on the publication of the data set not when it was posted on the Internet"", ""Frequency"": ""reports added as they are issued""}",National coverage,"","","","","","","",""
License Not Specified,,false,,32071ed5-66f0-4f74-9289-a4c03a0ada1e,2013-03-25T18:19:54.028741,"",License Not Specified,2013-03-25T18:19:54.028741,Department of Health & Human Services,,active,,notspecified,dataset,"",0,0,af7749f7-beeb-453f-97e7-c958adeb40dc,,compliance-resources-health,false,"<p>OIG has developed a series of voluntary compliance program guidance documents directed at various segments of the health care industry, such as hospitals, nursing homes, third-party billers, and durable medical equipment suppliers, to encourage the development and use of internal controls to monitor adherence to applicable statutes, regulations, and program requirements.
</p>",,http://hub.healthdata.gov/dataset/compliance-resources-health,"OIG has developed a series of voluntary compliance program guidance documents directed at various segments of the health care industry, such as hospitals, nursing homes, third-party billers, and durable medical equipment suppliers, to encourage the development and use of internal controls to monitor adherence to applicable statutes, regulations, and program requirements.
",,,"","",23929,Department of Health & Human Services,1998-01-01 00:00:00,"",1998-01-01 00:00:00,"",https://oig.hhs.gov/compliance/compliance-guidance/index.asp,2012-11-30 00:00:00,http://healthdata.gov/id/agency/hhs,Administrative,0,OIG’s Compliance Resources for Health Care Providers,20169aa7-e794-4f04-ba4d-a479f1829038,"","","","","","","","","","","","","","","","","",""
